,city id,city,country,latitude,longitute,temperature(C),humidity(%),wind speed(mps),cloud(%),receive date
80,3397893,Itacoatiara,BR,-3.1431,-58.4442,23.26,90,1.2,75,20-06-2022 13:50:33
81,3869716,Tocopilla,CL,-22.092,-70.1979,15.49,64,1.72,4,20-06-2022 13:50:34
82,4013679,Coahuayana Viejo,MX,18.7333,-103.6833,26.05,83,0.11,83,20-06-2022 13:50:35
83,6255012,Flinders,AU,-34.5833,150.8552,17.25,78,1.34,100,20-06-2022 13:47:01
84,1819729,Hong Kong,HK,22.2855,114.1577,30.39,81,7.15,99,20-06-2022 13:48:31
85,1633419,Padang,ID,-0.9492,100.3543,28.03,84,1.96,100,20-06-2022 13:50:37
86,1180295,Dera Bugti,PK,29.0307,69.151,29.03,55,4.06,86,20-06-2022 13:50:38
87,5855927,Hilo,US,19.7297,-155.09,24.96,77,4.63,40,20-06-2022 13:50:27
88,104515,Makkah al Mukarramah,SA,21.4267,39.8261,30.62,44,1.26,52,20-06-2022 13:50:39
89,2259655,Impfondo,CG,1.6381,18.0667,19.66,96,0.48,97,20-06-2022 13:50:40
90,1307741,Myitkyina,MM,25.3833,97.4,25.95,88,0.32,96,20-06-2022 13:50:41
91,1738050,Marabu,MY,4.4148,114.0089,26.08,89,4.12,40,20-06-2022 13:50:41
92,3893726,Constitución,CL,-35.3333,-72.4167,10.27,66,1.85,100,20-06-2022 13:50:42
93,3893726,Constitución,CL,-35.3333,-72.4167,10.27,66,1.85,100,20-06-2022 13:50:43
94,2264557,Ponta do Sol,PT,32.6667,-17.1,19.18,65,3.93,89,20-06-2022 13:50:44
95,3092472,Malbork,PL,54.0359,19.0266,13.7,93,2.99,100,20-06-2022 13:50:44
96,1637001,Biak,ID,-0.9131,122.8766,25.3,82,1.87,98,20-06-2022 13:50:45
97,1244926,Hambantota,LK,6.1241,81.1185,29.19,84,6.17,20,20-06-2022 13:50:46
98,4738723,Uvalde,US,29.3669,-99.767,31.08,31,6.17,0,20-06-2022 13:50:47
99,3404862,Brejo da Madre de Deus,BR,-8.1458,-36.3711,18.15,96,2.4,45,20-06-2022 13:50:48
100,3628473,San Cristobal,VE,7.7669,-72.225,20.1,96,1.18,46,20-06-2022 13:50:49
101,2409751,Buedu,SL,8.2803,-10.3719,20.25,100,1.1,70,20-06-2022 13:50:50
102,1214488,Meulaboh,ID,4.1363,96.1285,28.25,73,1.0,89,20-06-2022 13:50:50
103,2240449,Luanda,AO,-8.8368,13.2343,21.0,83,3.6,75,20-06-2022 13:49:58
104,3702577,Portobelo,PA,9.55,-79.65,24.33,82,1.76,98,20-06-2022 13:50:52
105,6620339,Karratha,AU,-20.7377,116.8463,26.49,35,7.47,0,20-06-2022 13:50:52
